pub_identity,pub_deletion,place,name,address,latitude,longitude,category,rank,station_identity,area_identity
139bde09-27ac-4b94-a94e-9a030fffa1a8,False,ChIJhxV-gk4DdkgRjzZn_iJTdJk,The Liberty Bounds,"15 Trinity Square, Tower Hill, London EC3N 4AA, UK",51.50974408422756,-0.0785565376281738,bar,0.0,9a9cba8c-c0d8-4211-af39-154a04ca5e14,42591133-6127-4928-a6fc-d0f99e2c3d9a
4a8884c1-3f3e-4ad8-ad30-15d90ed08b3d,False,ChIJWcZluU0DdkgR04oxd9LtlfE,Cococure,"5 Minories, Aldgate, London EC3N 1BJ, UK",51.51342987616821,-0.0757026672363281,bar,0.0,f1fd90e4-502a-4f27-b00f-09eaa4d9db30,42591133-6127-4928-a6fc-d0f99e2c3d9a
c2d548eb-fa0d-4685-ad65-298a326e7095,False,ChIJuRFCz7EcdkgRJhtzI4Y11Tg,Queen of Hoxton,"1 Curtain Rd, London EC2A 3JX, UK",51.522122356418144,-0.0811529159545898,bar,0.0,08d27125-da1f-4d06-bdc3-ee4604a498d0,480fafaa-7b2b-4282-a14f-e226e0b20922
6ce3e404-091d-4e74-82cc-4649ed2c567e,False,ChIJN7DLn7ocdkgRAHNTfGExeWY,Ballie Ballerson London,"97-113 Curtain Rd, London EC2A 3BS, UK",51.52568699532481,-0.0804662704467773,bar,0.0,08d27125-da1f-4d06-bdc3-ee4604a498d0,480fafaa-7b2b-4282-a14f-e226e0b20922
88b8f8e1-ab4c-4659-8c59-79fb38e29086,False,ChIJd0Gm6bccdkgRIZZqh6H_6VM,Alcotraz London: Cell Block Two-One-Two,"Unit 3B, 127 Hackney Rd, London E2 8GY, UK",51.53014573877638,-0.0744366645812988,bar,0.0,da3e0e78-55c6-44ac-9110-c0bc2d8436de,480fafaa-7b2b-4282-a14f-e226e0b20922
2f149ce3-29c5-4f29-b3cc-de9f72f917b3,False,ChIJB7Sl_LwcdkgRlwsA2v6gH_o,Howl At The Moon,"178 Hoxton St, London N1 5LH, UK",51.533109093160334,-0.0799298286437988,bar,0.0,da3e0e78-55c6-44ac-9110-c0bc2d8436de,00763a76-7504-4fd1-84e1-57184c44e46f
b47419d0-3ac1-4cce-b89c-d8ff486c24eb,False,ChIJrx4282IddkgRTeHNjFC_CEA,A Bar with Shapes for a Name,"232 Kingsland Rd, Whitmore Estate, London E2 8AX, UK",51.53568518594638,-0.0767326354980468,bar,0.0,933fbecb-e3c6-4016-bbcd-72303f2c3d06,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
70584e25-7556-4d3d-9c74-331460dde1e8,False,ChIJtwvIa5QcdkgR6yOSMDFZKFc,Duke of Wellington,"260 Haggerston Rd, London E8 4EP, UK",51.54014295024781,-0.0745654106140136,bar,0.0,933fbecb-e3c6-4016-bbcd-72303f2c3d06,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
ad5b38ca-7444-4e94-8f17-93dd1826bec2,False,ChIJp0hOTk4ddkgRqiFEK4TVoqg,OTHERWORLD VR | Hackney,"336 Acton Mews, London E8 4EA, UK",51.53709997281008,-0.0757884979248046,bar,0.0,933fbecb-e3c6-4016-bbcd-72303f2c3d06,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
ef30367b-bbd4-429a-83d8-6af834e2f668,False,ChIJSbA7WZYcdkgRM8xb-cWQMt8,Toconoco,"unit a, 28 Hertford Rd, London N1 5QT, UK",51.53835455833279,-0.0783205032348632,other,0.0,933fbecb-e3c6-4016-bbcd-72303f2c3d06,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
88849456-c4ff-4c5a-8ba2-13e503983bcc,False,ChIJ2fyqH5EcdkgRpnNYfwx4wiE,The Talbot,"109 Mortimer Rd, London N1 4JY, UK",51.5427586805076,-0.0791788101196289,bar,0.0,e0366379-9029-4bea-a5f1-80cd6e62f722,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
97f2905d-f074-44a7-a26e-011599793af5,False,ChIJ1TU305McdkgRca2LGIqPjlQ,Three Sheets,"510b Kingsland Rd, London E8 4AB, UK",51.54395973076774,-0.0758743286132812,bar,0.0,e0366379-9029-4bea-a5f1-80cd6e62f722,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
fdfe103a-06d9-4636-b498-a9d698bfe538,False,ChIJzxEQT-0cdkgR_xi84bMiBMg,The Victoria Dalston,"The Victoria, 451 Queensbridge Rd, London E8 3AS, UK",51.5457212138065,-0.0699734687805175,bar,0.0,e0366379-9029-4bea-a5f1-80cd6e62f722,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
74545130-94c7-4049-92bd-86ffd7cab6cb,False,ChIJ3_KJDO0cdkgRjXTdDe5L8XY,Prince George,"40 Parkholme Rd, London E8 3AG, UK",51.54504064889784,-0.0681710243225097,bar,0.0,e0366379-9029-4bea-a5f1-80cd6e62f722,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
365a5ea5-03c6-4caa-8424-7a33339d0642,False,ChIJMQ_6XOkcdkgRjenb1S46SG0,The Prince Arthur,"95 Forest Rd, London E8 3BH, UK",51.54421328177007,-0.0655746459960937,bar,0.0,324ae823-eecc-45ad-94c1-15915c736bc1,16240ef3-d2e9-4d02-bd79-fabaf2147ff3
bd3e47c7-f76a-4998-9bbd-167e68d1ee42,False,ChIJpS5_JfscdkgR1rMgegTCspM,Oslo Hackney,"1A Amhurst Rd, London E8 1JB, UK",51.54718906424884,-0.0554251670837402,bar,0.0,1a603278-e551-40dd-8188-70a81cc26f73,16240ef3-d2e9-4d02-bd79-fabaf2147ff3
76fc0c90-f865-4cfe-bebe-21fa53717704,False,ChIJC4E83OccdkgRyIQBNbTalwA,Night Tales,"14 Bohemia Pl, London E8 1DU, UK",51.547389222003815,-0.0528502464294433,bar,0.0,1a603278-e551-40dd-8188-70a81cc26f73,16240ef3-d2e9-4d02-bd79-fabaf2147ff3
f12f4cc5-27e9-4691-8dce-dba40040903f,False,ChIJ0yYfxOQcdkgRdfZT_zBt1cA,MOTH Club,"Valette St, London E9 6NU, UK",51.54576124671945,-0.054631233215332,bar,0.0,1a603278-e551-40dd-8188-70a81cc26f73,16240ef3-d2e9-4d02-bd79-fabaf2147ff3
fbfe14ab-a48b-424f-b09d-6c1478f0edcb,False,ChIJmWyEuuQcdkgR8kkY3AKu298,The Globe,"20 Morning Ln, London E9 6NA, UK",51.54590803376546,-0.0537300109863281,bar,0.0,1a603278-e551-40dd-8188-70a81cc26f73,16240ef3-d2e9-4d02-bd79-fabaf2147ff3
7092252a-1dbb-435b-a339-aff889c58267,False,ChIJpxNi3PwcdkgRixNM8IKk74U,Chesham Arms,"East London Public House, 15 Mehetabel Rd, London E9 6DU, UK",51.547656097640726,-0.0501036643981933,bar,0.0,1a603278-e551-40dd-8188-70a81cc26f73,16240ef3-d2e9-4d02-bd79-fabaf2147ff3
6d740ea5-b888-4fb3-b25f-6cb36ea57a01,False,ChIJ2ZClaP0cdkgR9ixSjGE_Weo,The Plough,"23-25 Homerton High St, London E9 6JP, UK",51.54824321853172,-0.047764778137207,bar,0.0,1a603278-e551-40dd-8188-70a81cc26f73,16240ef3-d2e9-4d02-bd79-fabaf2147ff3
a6051ad8-fefb-4d7e-925f-13cdcb16b73b,False,ChIJI6vuMfkcdkgRwiPe_q4geZ4,Biddle Bros,"88 Lower Clapton Rd, Lower Clapton, London E5 0QR, UK",51.55315338749288,-0.0530004501342773,bar,0.0,1a603278-e551-40dd-8188-70a81cc26f73,ad43afd8-c0fb-4f48-a782-4d62270ca145
07cb0b23-2f4a-4ad6-9425-61afba597d59,False,ChIJ86VUfPgcdkgRw26Iqo-EwlI,Blondies,"205A Lower Clapton Rd, Lower Clapton, London E5 8EG, UK",51.556555503505415,-0.055854320526123,bar,0.0,debe8a35-cd92-41a3-b1c7-e77954bb269a,ad43afd8-c0fb-4f48-a782-4d62270ca145
d8ac6e40-18aa-4cd2-bad9-c24097babf0d,False,ChIJ7y0lSWccdkgRQ3h4zY98OGQ,The Axe,"18 Northwold Rd, London N16 7HR, UK",51.56279872496425,-0.0717115402221679,bar,0.0,ade0de5f-3956-463f-912f-bdb63b5174a5,4ba994d3-be0f-4955-9926-d41d5b751170
70382534-b8b7-4272-8471-32f7d6300b15,False,ChIJ2XzqK2EcdkgRkN65U4eJ-bU,"Three Crowns, Stoke Newington","175 Stoke Newington High St, London N16 0PE, UK",51.562091736508826,-0.0738787651062011,bar,0.0,ade0de5f-3956-463f-912f-bdb63b5174a5,4ba994d3-be0f-4955-9926-d41d5b751170
40ec196c-cc92-497f-9a9a-4a7a43304c2b,False,ChIJ1busSoocdkgRK71iQUR-YnQ,Loading Bar,"129 Stoke Newington High St, London N16 0PH, UK",51.56058434706352,-0.0741362571716308,bar,0.0,ade0de5f-3956-463f-912f-bdb63b5174a5,4ba994d3-be0f-4955-9926-d41d5b751170
4e657bd9-9975-4f07-be10-5f1fe5677501,False,ChIJ38Y5f2McdkgRGBASpRWMhKk,The Auld Shillelagh,"105 Stoke Newington Church St, London N16 0UD, UK",51.56203837844348,-0.0794792175292968,bar,0.0,ade0de5f-3956-463f-912f-bdb63b5174a5,4ba994d3-be0f-4955-9926-d41d5b751170
a64b8bef-215f-4f25-aeb7-5aefcf828486,False,ChIJlfaCsWMcdkgRhJtoAz814pc,The Prince,"The Princec, 59 Kynaston Rd, London N16 0EB, UK",51.5600507459052,-0.0783634185791015,restaurant,0.0,ade0de5f-3956-463f-912f-bdb63b5174a5,4ba994d3-be0f-4955-9926-d41d5b751170
0c2cae40-bf1d-402b-bcd9-d7d22cb9c0f1,False,ChIJ6Vi5pGIcdkgRmL7fWTm6XY8,The Londesborough,"36 Barbauld Rd, London N16 0SS, UK",51.55768948562943,-0.0806164741516113,bar,0.0,e3fdc4e4-8bce-4e2f-8282-edfd9691b041,4ba994d3-be0f-4955-9926-d41d5b751170
4efe599e-daf0-4cd5-94b4-740242dba743,False,ChIJHWMU1YgcdkgR9-vvoplu6M4,Army & Navy,"1-3 Matthias Rd, Mayville Estate, London N16 8NN, UK",51.551712414590085,-0.0798225402832031,bar,0.0,2a829aac-cd42-4f92-bb27-7417ea56f4fd,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
25778f10-deeb-4cbb-a724-52493a571301,False,ChIJl6mDrI8cdkgR1WhenyFfM0Q,The Railway Tavern N16,"2 St Jude St, London N16 8JT, UK",51.548750271385735,-0.0793075561523437,bar,0.0,2a829aac-cd42-4f92-bb27-7417ea56f4fd,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
7845221c-b025-44fd-a07c-894ef7c42cf2,False,ChIJqwqSMYwcdkgRo4O_kJSAqaI,Dalston Superstore,"117 Kingsland High St, London E8 2PB, UK",51.55011128005159,-0.075380802154541,bar,0.0,2a829aac-cd42-4f92-bb27-7417ea56f4fd,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
d234616f-b731-4b14-92cf-f4ba4f8109f5,False,ChIJR_m-IZAcdkgRH3QEyIRPHMY,The Duke of Wellington,"119 Balls Pond Rd, London N1 4BL, UK",51.54628167138217,-0.0806379318237304,bar,0.0,e0366379-9029-4bea-a5f1-80cd6e62f722,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
fb633682-9d29-47d1-81cd-a1848becebb0,False,ChIJvW2TmpAcdkgRwqo6EQUBeCU,The Scolt Head,"107A Culford Rd, London N1 4HT, UK",51.54334586459541,-0.0816249847412109,bar,0.0,e0366379-9029-4bea-a5f1-80cd6e62f722,4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb
78b09dc3-44c8-4c17-976b-239bc2a6225f,False,ChIJ4W6QLJocdkgRR-ZoeX7exsU,De Beauvoir Arms,"113 Southgate Rd, London N1 3JS, UK",51.541677708169246,-0.0851225852966308,bar,0.0,d64263fb-509a-4339-a6d2-3a86b865c4a8,00763a76-7504-4fd1-84e1-57184c44e46f
31de6bf0-9819-4cad-81fc-6d787312acc3,False,ChIJ75-B2mMbdkgR73Bsw1tEF1k,Myddleton Arms,"52 Canonbury Rd, London N1 2HP, UK",51.5417444356004,-0.0976967811584472,bar,0.0,d64263fb-509a-4339-a6d2-3a86b865c4a8,7b9db47d-0a1c-429c-9608-711ed711e845
c7e41c6b-81d4-411c-b051-3447583813fe,False,ChIJ4UBjIAobdkgR0ixhyjWiytw,Homeboy Bar - Islington,"108 Essex Rd, London N1 8LX, UK",51.53894179924826,-0.0982975959777832,bar,0.0,d64263fb-509a-4339-a6d2-3a86b865c4a8,7b9db47d-0a1c-429c-9608-711ed711e845
74bdbecd-70a9-4a81-88e3-dc98da654833,False,ChIJWQP2EmgbdkgRScFFWbQpF1A,The Pig and Butcher,"80 Liverpool Rd, London N1 0QD, UK",51.5374336425482,-0.1067733764648437,bar,0.0,d2878413-cc97-4454-984d-bb72e04c8bcc,7b9db47d-0a1c-429c-9608-711ed711e845
b96faccc-34f7-4499-b3c4-9fc4b208ff34,False,ChIJUTAziTgbdkgREf-X9JPx8oM,The Queens Head,"66 Acton St, London WC1X 8DU, UK",51.5284237009946,-0.1184892654418945,bar,0.0,9e6ed48e-ad9c-41cc-9bc2-3847bf2ecf73,87fbc59f-9c44-4e78-b4b5-000ef3b4d559
b088ce95-c5f2-4afe-a1d4-9245e5690ac6,False,ChIJW7hGRmsbdkgRB2dO5PYIeEA,Meltdown London,"342 Caledonian Rd, London N1 1BB, UK",51.54073016808757,-0.1168155670166015,bar,0.0,999d4e8b-7f82-4c3e-8a3d-04b1ca3aad65,7b9db47d-0a1c-429c-9608-711ed711e845
6a7cf78e-1877-47ec-87bf-a4e84423c763,False,ChIJf-CNm5gbdkgRM5-J1EaYN4w,The Tamil Prince,"115 Hemingford Rd, London N1 1BZ, UK",51.54094369996885,-0.1137042045593261,bar,0.0,999d4e8b-7f82-4c3e-8a3d-04b1ca3aad65,7b9db47d-0a1c-429c-9608-711ed711e845
a617848d-fd1a-40c8-b6e3-9f92126c8bd4,False,ChIJgQPFKm4bdkgRQx8NSNQgMzg,Duchess of Kent,"441 Liverpool Rd, London N7 8PR, UK",51.546348392062285,-0.1087903976440429,bar,0.0,6339de91-7b07-4cc2-960f-3e12bb216599,7b9db47d-0a1c-429c-9608-711ed711e845
008849b1-87fd-4453-90f8-9b0089e78063,False,ChIJEwIocnAbdkgRr1PD8TbXxco,The Lamb,"54 Holloway Rd, London N7 8JL, UK",51.54873692796198,-0.1070094108581543,bar,0.0,6339de91-7b07-4cc2-960f-3e12bb216599,7b9db47d-0a1c-429c-9608-711ed711e845
169e21f6-c32f-4ad6-862c-db0712ee1fb0,False,ChIJmyZ8B3UbdkgR0tBoUEx8XbQ,The Coronet - JD Wetherspoon,"The Resource Centre, 338-346 Holloway Rd, London N7 6PA, UK",51.55563495604893,-0.1155924797058105,bar,0.0,ec5f4610-8035-48f3-b38f-2c175433f871,8e74a1f3-b8fc-4986-a520-0884eb581cb7
9882b155-3cbe-4a55-81bf-67a9496e6173,False,ChIJbzJcHJ4bdkgR1mX_2_V-pjM,Tollington Arms,"115 Hornsey Rd, London N7 6DN, UK",51.55758275910539,-0.1128029823303222,bar,0.0,ec5f4610-8035-48f3-b38f-2c175433f871,8e74a1f3-b8fc-4986-a520-0884eb581cb7
945c6336-6711-42b2-a240-01b1b9f403c6,False,ChIJtVjuoJ8bdkgRiNhM-CrrhFw,The Eaglet,"124 Seven Sisters Rd, London N7 6AE, UK",51.56007742611181,-0.1150774955749511,bar,0.0,ec5f4610-8035-48f3-b38f-2c175433f871,8e74a1f3-b8fc-4986-a520-0884eb581cb7
d6c545ff-cbe9-46d7-bfb5-bd8ec038dd3a,False,ChIJLfmNw3kbdkgRzwWNQOj21EY,Highbury Library,"66A Drayton Park, London N5 1ND, UK",51.55338020314369,-0.1047563552856445,bar,0.0,708c7e5a-d7ec-488d-9006-380a87398c1f,8e74a1f3-b8fc-4986-a520-0884eb581cb7
7370b248-0ad7-4010-979f-a740c898f0c6,False,ChIJ970r64EbdkgRQA2Gtx5rhPY,Bank of Friendship,"226 Blackstock Rd, London N5 1EA, UK",51.55835652073055,-0.0987482070922851,bar,0.0,2ba058c6-bdcf-4144-bb4a-315a93adfd29,8e74a1f3-b8fc-4986-a520-0884eb581cb7
c5cb1688-bfcf-4cbb-a416-380acea1923f,False,ChIJOUCoNUsbdkgRkjobP14bNM8,The Plimsoll,"52 St Thomas's Rd, Finsbury Park, London N4 2QQ, UK",51.56203837844348,-0.1050782203674316,bar,0.0,677aedd7-ea8c-4426-b583-0fc8a9a39601,8e74a1f3-b8fc-4986-a520-0884eb581cb7
fe0c2771-3e66-4073-9632-e9e649b7227d,False,ChIJF4xp5aMbdkgRSMKTHyMpFhI,The Landseer Arms,"37 Landseer Rd, London N19 4JU, UK",51.56287876070052,-0.1227593421936035,bar,0.0,c70420c9-f270-451f-9d3c-aebc2a2ffb7b,8e74a1f3-b8fc-4986-a520-0884eb581cb7
612c6de0-6dff-47d5-9956-69173db4e230,False,ChIJlw5TzKYbdkgRGrtcBUj77YM,The Owl & Hitchhiker,"471 Holloway Rd, Archway, London N7 6LE, UK",51.560450947360906,-0.1237463951110839,bar,0.0,c70420c9-f270-451f-9d3c-aebc2a2ffb7b,8e74a1f3-b8fc-4986-a520-0884eb581cb7
1d738594-fab9-441a-ae75-2283218418d7,False,ChIJaSWnkIkbdkgRsF2q8UxGhGY,The Finsbury,"336 Green Lanes, Finsbury Park, London N4 1BY, UK",51.57197523804986,-0.0962805747985839,bar,0.0,2e1443b2-99be-4db0-aa7b-9615e5470e12,8e74a1f3-b8fc-4986-a520-0884eb581cb7
64665ab3-1572-4051-826b-20503fcaa085,False,ChIJ8VfxTfEbdkgRfEZvdtK0sdk,Ora Lounge,"581 Green Lanes, Harringay Ladder, London N8 0RG, UK",51.58382993737132,-0.1001858711242675,bar,0.0,b8bfd9da-2a9d-46a3-a741-e7cdadc2012f,8e74a1f3-b8fc-4986-a520-0884eb581cb7
ae591583-747e-46be-8bbe-986fb220f09b,False,ChIJk0FIyvYbdkgRbN6M4IE1aAI,The Langham Club,"600 Green Lanes, Harringay Ladder, London N8 0RY, UK",51.58473658121817,-0.0997138023376464,bar,0.0,03078fb9-1fde-46aa-8d6f-8d59eb4a0086,8e74a1f3-b8fc-4986-a520-0884eb581cb7
cec763ee-5ad8-4b86-8d58-bbf96c5407d9,False,ChIJs9p7kd8bdkgR9VPNRGOv3Aw,The Starting Gate,"Greater, alexandra palace, Station Rd, London N22 7SS, UK",51.59830741035341,-0.1197338104248046,bar,0.0,1680aeb1-631c-4872-8d6c-cbc21e5a24de,4405ca8a-c2a0-4040-94c2-877f2b6ced1d
9b12f0b5-d10c-4d43-8f44-b5601fa510be,False,ChIJr2V2t18ZdkgRODnkSRw5Zcs,The Prince,"1 Finsbury Rd, London N22 8PA, UK",51.60113304546629,-0.116128921508789,bar,0.0,1680aeb1-631c-4872-8d6c-cbc21e5a24de,4405ca8a-c2a0-4040-94c2-877f2b6ced1d
10a50535-ea54-48e5-840b-0f467d4b339a,False,ChIJ_YbdwlYddkgRGIJz0ln9jjo,The Bluecoats Pub,"614 High Rd, London N17 9TA, UK",51.5969478440218,-0.0681066513061523,bar,0.0,bbb759cc-c8f9-40e2-8000-4de5c72206c2,4ba994d3-be0f-4955-9926-d41d5b751170
7ac26e9b-a9c7-44db-ad5c-3a08f45f50ca,False,ChIJ2Y1_aSIcdkgR7CSyp_56e48,The Beehive Pub | Tottenham,"Stoneleigh Rd., London N17 9JW, UK",51.59218904134536,-0.069286823272705,bar,0.0,bbb759cc-c8f9-40e2-8000-4de5c72206c2,4ba994d3-be0f-4955-9926-d41d5b751170
fa24fedf-0c19-4e57-8870-90101bc42aa1,False,ChIJly15qi8cdkgRx3Ez-N0rfkA,Beavertown Brewery & Taproom,"Unit 17, Lockwood Industrial Park, Mill Mead Rd, London N17 9QP, UK",51.59062932526743,-0.0569701194763183,other,0.0,7f1affc2-40c4-481f-8e8a-61bf77c8e4c3,ad43afd8-c0fb-4f48-a782-4d62270ca145
55cfb269-6585-4ae1-bd89-8ef6cae6ea79,False,ChIJrUOt9koadkgRozweLeo_g_4,The Boogaloo,"The Boogaloo, 312 Archway Rd, London N6 5AT, UK",51.576376105987,-0.1438093185424804,bar,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011,4405ca8a-c2a0-4040-94c2-877f2b6ced1d
745707c2-e7a4-4b33-9f7a-f6dfc2d6a221,False,ChIJgeXEA0oadkgRDjmXdize3nM,The Woodman,"414 Archway Rd, London N6 5UA, UK",51.57780296259989,-0.1470923423767089,bar,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011,4405ca8a-c2a0-4040-94c2-877f2b6ced1d
3b8f956e-0a9a-4a8e-9a30-afb90e73eae8,False,ChIJBXhTITYadkgRoI8F11cLYkY,The Highgate Inn,"385 Archway Rd, London N6 4ER, UK",51.57828301643604,-0.1488518714904785,bar,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011,4405ca8a-c2a0-4040-94c2-877f2b6ced1d
7027ed4a-f38c-4d5f-9049-468f2bb12324,False,ChIJ6wJcF0kadkgRAmSc9jjJnzs,The Wrestlers,"98 North Rd, London N6 4AA, UK",51.57498921177045,-0.1497960090637207,bar,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011,4405ca8a-c2a0-4040-94c2-877f2b6ced1d
12b05c98-b08f-4df2-850e-76180a358f48,False,ChIJ0TSJWUgadkgRTqirut2U4Mc,Bull Highgate,"13 North Hill, London N6 4AB, UK",51.575495966486805,-0.150761604309082,bar,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011,4405ca8a-c2a0-4040-94c2-877f2b6ced1d
89509f12-75e8-4b62-8b7a-f709776ddd2c,False,ChIJ2yaCKk8adkgRTT3QOxE-aLs,The Red Lion & Sun,"25 North Rd, London N6 4BE, UK",51.57262872719574,-0.1501393318176269,bar,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011,8576a0cd-0b4d-4a85-ba3c-122360e7d5f8
2b99f168-e63b-445e-a7dc-7f8bf76da331,False,ChIJF2lcJk8adkgRpjwgNQWd0-Q,The Gatehouse,"1 North Rd, Highgate Village, London N6 4BD, UK",51.57141509701897,-0.1500320434570312,bar,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011,8576a0cd-0b4d-4a85-ba3c-122360e7d5f8
50f4ee06-deac-4049-bbd4-0cd727d4c319,False,ChIJfRUvB08adkgRI-5y3eEGN8s,"The Flask, Highgate","77 Highgate W Hill, London N6 6BU, UK",51.56989467942834,-0.1508903503417968,bar,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011,8576a0cd-0b4d-4a85-ba3c-122360e7d5f8
cdfb2c2e-c05d-4891-9228-1e918c4ae0bc,False,ChIJ_9ZAMUwadkgRHdQl3H6_oFk,The Duke's Head,"16 Highgate High St, London N6 5JG, UK",51.57056153550928,-0.1461052894592285,bar,0.0,cb72f77d-2dc5-43c4-965d-75cf4e917011,8576a0cd-0b4d-4a85-ba3c-122360e7d5f8
9963cb33-f78e-4f21-a240-9542d9e8fbf8,False,ChIJU676x4oadkgRgN8AQ9V_WqU,The Magdala,"2A S Hill Park, London NW3 2SB, UK",51.555621614644494,-0.165567398071289,bar,0.0,dd775ba4-4f37-42fb-87e6-c51bb91a8419,3604053e-7d97-4da1-a00f-e65844248107
861aa935-2abd-4e2f-8ae9-a66b046e75c9,False,ChIJ7w902YoadkgR8pJWtXxkdZE,The Garden Gate Hampstead,"14 S End Rd, Greater, London NW3 2QE, UK",51.5546877066085,-0.1655888557434082,bar,0.0,dd775ba4-4f37-42fb-87e6-c51bb91a8419,3604053e-7d97-4da1-a00f-e65844248107
6a3869ac-c7b9-4b0e-8f34-a8ea858a452c,False,ChIJgxNqoIwadkgR1NmhPWGPOCw,The George,"250 Haverstock Hill, London NW3 2AE, UK",51.55237953734913,-0.1672840118408203,bar,0.0,16dc8b1d-6923-4eec-8801-b8e5f888514f,3604053e-7d97-4da1-a00f-e65844248107
818ffc93-d7ef-4eaa-bfac-81af7b1fb6f4,False,ChIJD7PHdYoadkgRk9GCF5iTGIs,Freemasons Arms Hampstead,"32 Downshire Hill, Greater, Hampstead Heath, London NW3 1NT, UK",51.556982417741104,-0.168914794921875,bar,0.0,dd775ba4-4f37-42fb-87e6-c51bb91a8419,3604053e-7d97-4da1-a00f-e65844248107
8667fb3f-bfb6-4985-b33a-dbb9a5137a47,False,ChIJgbPaWPQadkgRiLCS1KyMnVo,The Stag Belsize Park,"67 Fleet Rd, London NW3 2QU, UK",51.5533935452056,-0.1615548133850097,bar,0.0,dd775ba4-4f37-42fb-87e6-c51bb91a8419,3604053e-7d97-4da1-a00f-e65844248107
b9c0b467-4b1f-40f5-bbdb-39fb34fe9102,False,ChIJI9zSbu0adkgRnSbGzECcwTk,The Washington,"50 England's Ln, Greater, Belsize Park, London NW3 4UE, UK",51.54568118085837,-0.1627779006958007,bar,0.0,16dc8b1d-6923-4eec-8801-b8e5f888514f,3604053e-7d97-4da1-a00f-e65844248107
ad01716e-2623-4e4b-bcfe-ff91b14b2927,False,ChIJzaf3SAQbdkgREGVojK92WBA,The Rose & Crown,"71-73 Torriano Ave, London NW5 2SG, UK",51.55033811087074,-0.132908821105957,bar,0.0,beac557c-22e4-4123-a821-bce558d0ca32,8576a0cd-0b4d-4a85-ba3c-122360e7d5f8
083fcd78-e119-48ec-92c1-604a8645fb7c,False,ChIJKxpOBQIbdkgRDEa0oYUpLI4,Assembly House,"292-294 Kentish Town Rd, London NW5 2TG, UK",51.5509785682552,-0.1404404640197754,bar,0.0,beac557c-22e4-4123-a821-bce558d0ca32,8576a0cd-0b4d-4a85-ba3c-122360e7d5f8
a291e7bb-abb2-41c7-abb5-64b370b5c51c,False,ChIJnZet8bsbdkgRN6CDJw7msAw,The Parakeet Pub,"256 Kentish Town Rd, London NW5 2AA, UK",51.54979104638146,-0.1405048370361328,bar,0.0,beac557c-22e4-4123-a821-bce558d0ca32,8576a0cd-0b4d-4a85-ba3c-122360e7d5f8
a6c70aaa-c0c0-4548-9583-7cb454a56cdb,False,ChIJw4ck5gIbdkgRmokLYvcDorI,The Lion & Unicorn,"42-44 Gaisford St, London NW5 2ED, UK",51.54802972090253,-0.1388955116271972,bar,0.0,beac557c-22e4-4123-a821-bce558d0ca32,8576a0cd-0b4d-4a85-ba3c-122360e7d5f8
33ed0695-3eaa-46b5-9edf-29531eb2952d,False,ChIJbbAh9OEadkgRE2YTw3Vg0Lk,The Devonshire Arms,"33 Kentish Town Rd, London NW1 8NL, UK",51.54099708278264,-0.1422643661499023,bar,0.0,c8ba9409-51c5-4435-ac3c-9b17feb49030,8576a0cd-0b4d-4a85-ba3c-122360e7d5f8
97c261d5-5d57-4287-abfd-d200009c1371,False,ChIJB3aZwOEadkgRiRVaE4k0EHg,Simmons Bar | Camden Town,"7-9 Kentish Town Rd, London NW1 8NH, UK",51.539635801470375,-0.1424789428710937,bar,0.0,c8ba9409-51c5-4435-ac3c-9b17feb49030,8576a0cd-0b4d-4a85-ba3c-122360e7d5f8
ddcba12b-1354-40cb-9164-d34884314057,False,ChIJ11m2lB4bdkgRLq5mP89TImM,The Prince Albert,"163 Royal College St, London NW1 0SG, UK",51.53996945261783,-0.1370501518249511,bar,0.0,ec90fc90-5f25-4090-ad52-824e6d6bf3a9,8576a0cd-0b4d-4a85-ba3c-122360e7d5f8
8de30c31-9684-405e-ac4f-b8a3db376852,False,ChIJ0WJ61B0bdkgRmTHPG4A1Ddc,Camden Road Arms,"102, 104 Camden Rd, London NW1 9EA, UK",51.54153090747632,-0.138401985168457,bar,0.0,ec90fc90-5f25-4090-ad52-824e6d6bf3a9,8576a0cd-0b4d-4a85-ba3c-122360e7d5f8
