brunch,dart,detail,entertain,favourite,garden,history,late,music,pool,pub_identity,quiz,review_deletion,review_identity,roast,sport
False,False,"No dogs or children. Wed/Thur, Sat/Sun live music",False,False,True,False,False,True,False,740a2044-a117-4a58-96a4-6861ab0fc8aa,False,False,4a16f596-0138-4f03-9bd6-ca1694a072cf,False,False
False,False,No food,False,False,False,False,False,False,False,b6547495-27e9-4562-9b13-89d0be8007c0,False,False,cb669f32-a9ce-4191-a7cd-c749633229a2,False,False
True,False,Bingo brunch 1pm Saturday,True,False,False,False,True,False,False,f203b61c-9fbe-4ec0-ad8f-aed1da80d216,False,False,e2692822-8261-4549-8a64-08a408dfe5f8,False,False
False,False,Sun 7pm quiz,False,False,True,False,False,False,True,5e775625-fe5c-49b8-9648-d9f7929eb241,True,False,e039250d-79cc-43ac-b238-4558c8fc9883,True,True
False,False,"Mon:comedy, Wed:8pm quiz",True,False,True,False,True,False,False,13177ee7-67ff-42b4-8bd1-4c1f7a91598f,True,False,0f7c65e5-d4ad-447e-bdf1-eb0fe12d0b95,False,True
True,False,Various events,True,False,False,False,True,False,False,5e4874a1-4ac4-426d-92da-51c761d527cb,False,False,122296ca-2a7d-4df1-bf27-33abb8808eea,False,False
False,False,Mon 7pm quiz. Thur live music. Fri/Sat DJs,False,False,False,False,True,True,False,eef15e99-0ec1-4296-85b6-530d218819d5,True,False,69173327-c5ec-48ee-b0f4-9c1df36508c9,True,False
False,False,Theatre pub,True,False,True,False,False,False,True,d39aa0b0-e9c3-4146-9925-ca1c517d068a,False,False,7747232f-91f9-40f2-a9e5-c72e608196c1,True,True
False,False,Wed 9pm quiz. Thur karaoke,True,False,True,False,False,False,False,938453ab-ad1f-4e95-9b52-7ee678665e4d,True,False,803ec6ee-8d61-4d0e-b900-830d37866a1f,False,True
False,False,Dining room and outdoor seating,False,False,False,False,False,False,False,c3268e1a-374b-4713-9326-f524d2f4ca87,False,False,4d0b03b6-109c-4141-997e-de1123994b48,False,False
False,False,Interesting decor. Live music and comedy shows. Outdoor seating,True,False,False,False,False,True,False,665a7faf-e518-4918-bdce-acb10e79dcf0,False,False,1e0b891b-eac7-4225-9058-a4874860062e,False,False
False,True,Karaoke,False,False,False,False,False,False,True,c5ec367b-daee-471d-9d22-052771185713,False,False,4af2ce95-f919-4476-899b-c161e2ceef17,False,True
False,False,Riverside pub,False,False,True,False,False,False,False,bea4c452-ce54-41a3-beaf-8ca6e2d133a8,False,False,0b0de9ed-0d11-463c-8d62-b584191f1302,True,True
False,False,Floating boat bar with live music,False,False,True,False,True,True,False,8cd0994d-4c08-473a-bf11-94b08d3082c6,False,False,94c0a43d-3a9b-4e74-b8df-734b0b2325e5,False,False
False,False,Taproom with outdoor seating,False,False,False,False,False,False,False,33a2aa89-d62a-4962-9655-e21e1ddb2348,False,False,3e179e12-5bc5-4237-989f-abcc1d6869f4,False,False
False,False,Giant stainless window with outdoor seating,False,False,False,True,False,False,False,013c54a0-e7d1-4da6-bce1-995d7be626c9,False,False,10994633-1db5-48e5-8a28-656d1d0b1bee,True,False
False,False,Views over the river. Tue 7pm quiz. Sun live jazz,False,False,False,False,True,True,False,04738700-75a2-4d5c-864d-de41c81995db,True,False,33dc90f9-4fca-4318-b0f2-9b503e492ee5,True,False
False,False,Closed.  Reopens 27th July,False,False,False,False,False,False,False,d0f180bb-334a-4c66-8027-ffa9879ff465,False,False,08a56d0c-bc59-41dd-bf4e-c8e3bf1befde,False,False
False,False,Comedy,True,False,True,False,False,False,False,f62b6c54-6847-47f8-8112-f6269578125f,False,False,04df2856-11f0-42da-9217-4af63c305f23,False,False
False,True,Thursday comedy. Sun jazz,True,False,False,False,False,True,True,76282d16-e2c6-40c8-96d1-92b81da07619,False,False,a47ebe8d-5f1c-4efb-a059-23c5b2d674ca,True,False
False,False,Weatherspoons,False,False,False,False,False,False,False,139bde09-27ac-4b94-a94e-9a030fffa1a8,False,False,292aa275-85d6-480f-8f12-ec2c3ffa4428,False,True
True,False,Afro-Caribbean,False,False,False,False,True,False,False,4a8884c1-3f3e-4ad8-ad30-15d90ed08b3d,False,False,e94c9fec-d63e-4697-9880-299fb9f334ea,False,False
True,False,Rooftop bar with DJs,False,False,True,False,True,False,False,c2d548eb-fa0d-4685-ad65-298a326e7095,False,False,a778969e-ee78-45da-9094-20db2f7a74f4,False,False
False,False,Bar with ball pits,True,False,False,False,True,False,False,6ce3e404-091d-4e74-82cc-4649ed2c567e,False,False,6c12cea5-ad61-4a78-8c99-c92ab958af87,False,False
False,False,Themed cocktail event,True,False,False,False,False,False,False,88b8f8e1-ab4c-4659-8c59-79fb38e29086,False,False,e9781463-d6ce-47a1-b5a2-fff71bcc237a,False,False
False,False,Irish pub,False,False,True,False,True,False,False,2f149ce3-29c5-4f29-b3cc-de9f72f917b3,False,False,24589345-f0e4-49e3-987a-7dadcc9bfb28,False,True
False,False,Cocktail bar,False,False,False,False,True,False,False,b47419d0-3ac1-4cce-b89c-d8ff486c24eb,False,False,8cc7f6a5-7b9b-4ab6-8ed3-e59c3557b681,False,False
False,True,Outdoor seating,False,False,False,False,False,False,True,70584e25-7556-4d3d-9c74-331460dde1e8,False,False,2dbf1281-50b9-4d4e-b7b3-017683bf1587,False,True
False,False,Virtual reality experience,True,False,False,False,False,False,False,ad5b38ca-7444-4e94-8f17-93dd1826bec2,False,False,af9d953d-c41b-43a2-b958-8ea4c5bb2e72,False,False
False,False,Canal side bar with stuff for kids,False,False,False,False,False,False,False,ef30367b-bbd4-429a-83d8-6af834e2f668,False,False,4a36df8d-528a-4eae-ac23-4e19dc7ca634,False,False
False,False,Balcony seating but closed Mon,False,False,False,False,False,False,False,88849456-c4ff-4c5a-8ba2-13e503983bcc,False,False,004798cc-e366-433a-aa38-34545db75dce,True,False
False,False,Cocktail bar closed Mon/Tue,False,False,False,False,True,False,False,97f2905d-f074-44a7-a26e-011599793af5,False,False,e9e54bd2-1192-4133-81ad-bd84a519d897,False,False
False,False,Hidden bar,False,False,False,False,True,True,False,fdfe103a-06d9-4636-b498-a9d698bfe538,False,False,f16d45b6-f974-4eab-a817-f8ffe302c0b0,False,False
False,False,Mon quiz with outdoor seating,False,False,False,False,False,False,True,74545130-94c7-4049-92bd-86ffd7cab6cb,True,False,f99d40b1-6cf1-4a88-b556-17a29acec880,True,False
False,False,Thur jazz,False,False,False,False,False,True,False,365a5ea5-03c6-4caa-8424-7a33339d0642,False,False,21867dc8-7d92-4a86-881f-f80f7b2a071b,True,False
False,False,Live music most nights. Pub with Malaysian food,False,False,False,False,True,True,False,bd3e47c7-f76a-4998-9bbd-167e68d1ee42,False,False,00852eb8-ae87-4d25-8044-22ef6ab3e788,False,False
False,False,Fri/Sat only,False,False,True,False,True,False,False,76fc0c90-f865-4cfe-bebe-21fa53717704,False,False,c9f9dd06-aea6-4ccf-816a-f79b567ee551,False,False
False,False,Music and comedy,True,False,False,False,True,True,False,f12f4cc5-27e9-4691-8dce-dba40040903f,False,False,df89a95f-1ed8-444b-994f-7aaccc7d5170,False,False
False,False,Tue quiz. Wed karaoke. Thur race night. Outdoor seating,True,False,False,False,True,False,False,fbfe14ab-a48b-424f-b09d-6c1478f0edcb,True,False,474e55ee-da33-4642-b2dd-fedf352e8350,False,True
False,False,Order in pizza,False,False,True,False,False,False,False,7092252a-1dbb-435b-a339-aff889c58267,False,False,94ca5f6e-3389-452d-814a-47a277b1e49a,False,False
False,False,Traditional pub,False,False,False,False,True,False,False,6d740ea5-b888-4fb3-b25f-6cb36ea57a01,False,False,ad9395e8-44c5-43f1-9fd7-0bff80f6a170,True,True
False,False,Behind shop front,False,False,False,False,False,True,False,a6051ad8-fefb-4d7e-925f-13cdcb16b73b,False,False,30b87e69-de52-41aa-aea1-aed5f3e7f069,False,False
False,False,Thurs-Sun only,False,False,False,False,True,True,False,07cb0b23-2f4a-4ad6-9425-61afba597d59,False,False,fbe8666f-0b9b-480a-b0b9-c1d9da0c4016,False,False
False,False,Craft beer pub,False,False,False,False,True,False,False,d8ac6e40-18aa-4cd2-bad9-c24097babf0d,False,False,f40dde1c-5212-4b56-84aa-c817a059848e,True,False
False,False,Fri/Sat live music with other events,True,False,False,False,True,True,False,70382534-b8b7-4272-8471-32f7d6300b15,False,False,0cbcd7f2-3f7b-4b73-912a-6844f02f2212,True,False
False,False,Arcade games,True,False,False,False,False,False,False,40ec196c-cc92-497f-9a9a-4a7a43304c2b,False,False,ef6fde58-8473-418b-a831-90bd703077ad,False,False
False,False,Fri traditional Irish music,False,False,False,False,True,True,False,4e657bd9-9975-4f07-be10-5f1fe5677501,False,False,b1d493a8-0f82-4c7b-80cb-0c3651846352,False,True
False,False,Traditional pub,False,False,False,False,False,False,False,a64b8bef-215f-4f25-aeb7-5aefcf828486,False,False,9e1aeae0-5d14-42a1-b29a-87fb5b4d9857,True,False
False,False,Traditional pub,False,False,True,False,False,False,False,0c2cae40-bf1d-402b-bcd9-d7d22cb9c0f1,False,False,eb303433-3466-4152-a870-8b3e09e807e8,False,False
False,True,Friday entertainment advertised,False,False,True,False,False,False,False,4efe599e-daf0-4cd5-94b4-740242dba743,False,False,782cc510-8666-4e0a-bf91-e8a3a341357a,False,True
False,False,Tue quiz,False,False,False,False,False,True,False,25778f10-deeb-4cbb-a724-52493a571301,True,False,14feb8dd-1797-41f2-ad8a-d95b6d1f6f43,False,False
False,False,"LGBTQ+ venue, Karaoke, Weekend drag cabaret",True,False,False,False,True,False,False,7845221c-b025-44fd-a07c-894ef7c42cf2,False,False,62d5ade5-8e8f-4e39-a529-a130332cd4ed,False,False
False,False,Traditional pub,False,False,False,False,False,False,False,d234616f-b731-4b14-92cf-f4ba4f8109f5,False,False,877e4b6c-69f4-4863-bb7b-62b3662cf723,True,True
False,False,Every other Mon 7.30pm quiz. Last Thur jazz,True,False,True,False,False,False,False,fb633682-9d29-47d1-81cd-a1848becebb0,True,False,0415c1d8-9e36-4fca-8358-01a1a32c1b8e,False,False
False,False,Outdoor seating,False,False,False,False,False,False,False,78b09dc3-44c8-4c17-976b-239bc2a6225f,False,False,4929116a-3722-4ad7-b3a4-5e587bfb3282,True,False
False,False,Classic pub,False,False,False,False,True,False,False,31de6bf0-9819-4cad-81fc-6d787312acc3,False,False,dbd90136-004f-4c5c-9fa8-615d99ed3938,False,False
False,False,Thur & Sun music. Outdoor seating,False,False,False,False,False,True,False,c7e41c6b-81d4-411c-b051-3447583813fe,False,False,770b5672-5f3b-43e4-9eb8-e4c499691add,False,False
False,False,Traditional food with dining,False,False,False,False,False,False,False,74bdbecd-70a9-4a81-88e3-dc98da654833,False,False,bdebff2c-57df-4970-b372-5cf0de6a3d48,True,False
False,False,Thurs piano or jazz,False,False,False,False,False,True,False,b96faccc-34f7-4499-b3c4-9fc4b208ff34,False,False,e96fddbd-77c0-45b2-9601-9ed523ef58bd,False,True
False,False,Arcade games,True,False,False,False,True,False,False,b088ce95-c5f2-4afe-a1d4-9245e5690ac6,False,False,bac275e4-0570-4476-b961-45c328628228,False,False
False,False,Pub with Indian dining,False,False,False,False,False,False,False,6a7cf78e-1877-47ec-87bf-a4e84423c763,False,False,22a271d1-99ba-469a-aa08-8b813bae4e18,False,False
False,False,Outdoor seating,False,False,False,False,False,False,False,a617848d-fd1a-40c8-b6e3-9f92126c8bd4,False,False,5e501764-0696-4918-8c45-72bae602e23f,True,True
False,False,Mon ukulele. Tue Irish music. Thur live piano. Sun folk music,False,False,False,False,False,True,False,008849b1-87fd-4453-90f8-9b0089e78063,False,False,d3cd37d2-47cb-492e-a512-64238b5fab93,False,False
False,False,Weatherspoons,False,False,False,False,False,False,False,169e21f6-c32f-4ad6-862c-db0712ee1fb0,False,False,0aff2931-46e8-40c3-a55c-0eddb077aae4,False,False
False,False,Traditional pub,False,False,False,False,False,False,False,9882b155-3cbe-4a55-81bf-67a9496e6173,False,False,03dca75b-c8b8-4e3f-be7a-b1473683d5e8,False,True
False,False,Fri karaoke,True,False,False,False,False,False,True,945c6336-6711-42b2-a240-01b1b9f403c6,False,False,840ffdc0-2363-43e4-bc84-1fb09b3e091b,False,True
False,False,Wine bar with table tennis table,True,False,True,False,False,False,False,d6c545ff-cbe9-46d7-bfb5-bd8ec038dd3a,False,False,ad268bec-1320-490b-abf1-6509f9e75e9c,False,False
False,False,No dogs allowed,False,False,True,False,True,False,False,7370b248-0ad7-4010-979f-a740c898f0c6,False,False,39db3041-d292-476e-9bae-a0fffbb84cd5,False,True
False,False,Traditional pub,False,False,False,False,False,False,False,c5cb1688-bfcf-4cbb-a416-380acea1923f,False,False,3df9e95e-6f49-4780-9319-77991553f840,False,False
False,False,Outdoor seating,False,False,True,False,False,False,False,fe0c2771-3e66-4073-9632-e9e649b7227d,False,False,cefad173-c4a4-4b80-9b7c-ccfd6a6c0136,True,False
False,False,Outdoor seating,False,False,True,False,True,False,False,612c6de0-6dff-47d5-9956-69173db4e230,False,False,da01cc8a-16e7-49ab-9b87-42121e353b62,True,False
False,False,Regular live music,False,False,False,False,False,True,False,1d738594-fab9-441a-ae75-2283218418d7,False,False,b02b8a45-e334-4bb3-b17c-acbd3f8f4ea1,False,False
False,False,Terrace with retractable roof,False,False,False,False,True,False,False,64665ab3-1572-4051-826b-20503fcaa085,False,False,0dc3ef07-4fde-41b3-aac3-d9cfa15f1efd,False,True
False,False,Members working mens club,False,False,False,False,False,False,True,ae591583-747e-46be-8bbe-986fb220f09b,False,False,ddb81be7-8f34-420e-9c33-2c3f090600f1,False,True
False,False,0,False,False,False,False,False,False,False,cec763ee-5ad8-4b86-8d58-bbf96c5407d9,False,False,34842639-2fed-4b59-9ef8-514f8ed3ae93,True,False
False,False,Ale pub,False,False,False,False,True,False,False,9b12f0b5-d10c-4d43-8f44-b5601fa510be,False,False,69411f1b-b4a0-4c8e-a67c-5cff55c3be70,True,False
False,False,Traditional pub,False,False,True,False,False,False,False,10a50535-ea54-48e5-840b-0f467d4b339a,False,False,241f8df5-adf3-46ec-8819-6f945561d87a,True,True
False,False,Tue 7pm quiz. Roasts in winter.,False,False,True,False,False,False,False,7ac26e9b-a9c7-44db-ad5c-3a08f45f50ca,True,False,d17f0e4b-ed9d-4f6b-a01b-f4a9f54908b6,True,False
False,False,"Only Fri, Sat & Sun",False,False,True,False,False,False,False,fa24fedf-0c19-4e57-8870-90101bc42aa1,False,False,071ecd1e-97d0-45da-8762-2c5a97907bca,False,False
False,False,Tue 8pm quiz. Thur comedy. Sun live music.,True,True,True,False,True,True,False,55cfb269-6585-4ae1-bd89-8ef6cae6ea79,True,False,a9b3a49d-93ac-432e-8db3-fd9011fc67a9,False,False
True,False,Wed:jazz. Sun:live music,False,False,True,False,False,True,False,745707c2-e7a4-4b33-9f7a-f6dfc2d6a221,False,False,55b3a05f-6290-4791-a9c4-1df01fb4d032,True,False
False,False,Traditional pub,False,False,False,False,True,False,False,3b8f956e-0a9a-4a8e-9a30-afb90e73eae8,False,False,82a95957-6448-4968-8c8b-36768953aee2,False,True
False,False,Classic pub,False,False,True,False,True,False,False,7027ed4a-f38c-4d5f-9049-468f2bb12324,False,False,dd6f4677-409f-42cb-baa7-f964ab2b1743,True,False
False,False,Thur steak night,False,False,True,False,False,False,False,12b05c98-b08f-4df2-850e-76180a358f48,False,False,713cd321-8b0b-4f75-a695-7a8d13eaf0bb,False,False
False,False,Classic pub,False,False,True,False,False,False,False,89509f12-75e8-4b62-8b7a-f709776ddd2c,False,False,96a227ed-ca1e-4337-bacd-c611cd10aca4,True,False
False,False,Sun 7pm quiz with adjoined theatre,True,False,True,False,False,False,False,2b99f168-e63b-445e-a7dc-7f8bf76da331,True,False,2760730d-9f08-421c-8183-643c1170d052,True,False
False,False,Classic pub with board games,True,False,True,False,False,False,False,50f4ee06-deac-4049-bbd4-0cd727d4c319,False,False,7741c4da-18f2-4ff0-917a-39fbad63984e,True,False
False,False,Regular live country music,False,False,False,False,True,True,False,cdfb2c2e-c05d-4891-9228-1e918c4ae0bc,False,False,bc48a25e-26a2-4d36-b37e-9758a1750d54,False,False
False,False,Traditional pub,False,False,True,False,False,False,False,9963cb33-f78e-4f21-a240-9542d9e8fbf8,False,False,020dddc2-edf9-4323-9d06-6d1954a91a68,True,False
False,False,Unique garden,False,False,True,False,False,False,False,861aa935-2abd-4e2f-8ae9-a66b046e75c9,False,False,13d45b45-9c27-4f4a-8cd0-b0b8ad7caada,True,False
False,False,Traditional pub,False,False,False,False,False,False,False,6a3869ac-c7b9-4b0e-8f34-a8ea858a452c,False,False,58c8947a-e8d6-47b6-850c-4373190bad8a,True,True
False,False,Dining area,False,False,True,False,False,False,False,818ffc93-d7ef-4eaa-bfac-81af7b1fb6f4,False,False,bf0d04b8-fdc8-4f18-b229-e86110db21e7,True,False
False,False,Garden cabanas with live music,False,False,True,False,False,True,False,8667fb3f-bfb6-4985-b33a-dbb9a5137a47,False,False,76b8eb90-7952-4533-b7d8-b82964677bda,True,False
False,False,Classic pub,False,False,False,False,False,False,False,b9c0b467-4b1f-40f5-bbdb-39fb34fe9102,False,False,49bbb2d6-2fb1-4129-aea6-4fee92560fdf,True,False
False,False,Mon/Thur/Sun comedy without outside seating,True,False,False,False,False,False,False,ad01716e-2623-4e4b-bcfe-ff91b14b2927,False,False,4f8a8fa8-f71c-4a3b-94ac-c7a033659a19,False,False
False,False,Close to music venue,False,False,False,False,False,False,False,083fcd78-e119-48ec-92c1-604a8645fb7c,False,False,384db889-77c5-4215-a68d-e726873cf463,False,True
False,False,Classic pub with dining and outdoor seating.,False,False,False,False,False,False,False,a291e7bb-abb2-41c7-abb5-64b370b5c51c,False,False,7e35594a-fb6d-4390-be30-597b69d92060,True,False
False,False,Wed theatre,True,False,True,False,False,False,False,a6c70aaa-c0c0-4548-9583-7cb454a56cdb,False,False,893423c6-14fd-4e5e-8fdb-55a1c7377353,True,False
False,False,Heavy metal and goth bands,False,False,False,False,True,True,False,33ed0695-3eaa-46b5-9edf-29531eb2952d,False,False,e7286e0e-aa47-4741-8fbd-31078295cc70,False,False
False,False,Cocktail bar,False,False,False,False,False,False,False,97c261d5-5d57-4287-abfd-d200009c1371,False,False,92492271-a880-4208-914a-4a29daccbe68,False,False
False,False,Tue life drawing. Wed 8pm quiz,False,False,True,False,False,True,False,ddcba12b-1354-40cb-9164-d34884314057,True,False,cb6f8177-fb66-4041-9c22-615cd04cfae8,True,False
True,False,Outside seating,False,False,False,False,True,False,False,8de30c31-9684-405e-ac4f-b8a3db376852,False,False,63ef2195-01ba-476b-95a6-7158752f1927,True,False
False,False,Taproom. Fri-Sun open,False,False,False,False,False,False,False,3cacdc43-983d-4119-986a-1587674c025e,False,False,79c2b648-12cf-422f-80a0-2eaeb2f5a38f,False,False
True,True,Digital darts. Sat DJs. Wed/Sun 7.30/6pm quiz,True,False,True,False,False,False,True,83aeeb5f-1bfd-4372-b4bf-4d43b87c9601,True,False,36f9b2b8-f5de-43ff-bf4f-12d1051ad064,False,True
False,True,Mon 8.30pm quiz,False,False,True,False,False,False,False,1add98b7-8cca-4c6e-9a8a-a35e3b4e41ec,True,False,64bd41aa-0556-4405-b310-ab009b0ee841,True,True
False,False,Grand pub with dining,False,False,True,False,False,False,False,9cd250f7-f340-4f1b-a8bd-452d2489fdc7,False,False,a5005bf3-86ca-4b23-9083-79dac5d8b1dd,True,False
False,False,Mon quiz. Outdoor seating,False,False,False,False,False,False,False,3ec4f64f-6065-4e19-8b70-031605d30962,True,False,ac9e73ee-2783-4141-b83f-4dfa1d31bfee,True,False
False,False,Outdoor seating,False,False,False,False,False,False,False,f2e85f28-1978-481b-a3d4-87259afcde64,False,False,eee91c48-02e1-4b00-89c7-e1fbe9ad786d,True,True
False,False,Classic pub,False,False,True,False,False,False,False,86de5080-7da2-4cd1-aac3-d91cf018b910,False,False,032e2d69-3041-43f5-9c47-5df8cd11b0a7,True,False
False,False,Outdoor seating,False,False,False,False,False,False,False,868b221f-aea2-4448-b3e9-1c3e44fff92e,False,False,2eb4a42e-44cb-4754-8e14-4a7252561731,True,False
False,False,Some live music and quiz nights,False,False,True,False,False,True,False,b6b8e759-b519-43ee-9bdc-bebaa7bef1c8,True,False,39b2dea6-2558-4525-85d2-0d4f069338a3,True,True
False,False,Weatherspoons,False,False,False,False,True,False,False,b948ebf2-4ed4-4188-afdd-8d4daf242706,False,False,5a63873c-d179-478d-9331-1bcb18c34389,False,False
False,False,Sun 7.30pm quiz. Mon open mic,True,False,False,False,False,False,False,d6bce8f4-f1db-4b8b-8bcf-c12cb7581e81,True,False,5b0ad4a8-9e8a-434f-a12b-ec43c4833e30,True,False
True,False,Arcade games. Mon karaoke. Tue quiz. Wed comedy. Sun live jazz,True,False,False,False,True,True,False,915d00c0-49dc-4036-ac5c-92153e281064,True,False,c375b6d9-e0dd-4d30-8da0-756dfe9824b8,False,True
False,False,Chilled bar,False,False,True,False,False,False,True,1fe108f3-ae4e-4182-b744-b04fe60c2e5c,False,False,ee5f87fc-0e86-4991-867f-9b4a23333d0b,False,True
False,False,Daily live music,False,False,True,False,True,True,False,1524dcfa-ec35-4518-8373-45b6a1d702c8,False,False,0fff33b6-f806-4a19-bd16-e2b02edf7873,False,False
False,False,Sun 7pm quiz,False,False,False,False,False,False,False,9e6a558a-b9ba-49c4-ab9b-a15419070fde,True,False,134d9c0b-0617-409c-bcb7-1b99035e0407,True,True
False,False,Traditional pub,False,False,True,False,False,False,False,04972c65-d348-4b94-b7c4-d22f6ae9578b,False,False,24e62b18-8655-4a07-8f07-4dc46afb8605,False,True
False,False,Comedy night. Outdoor seating with views of the park,True,False,False,False,False,False,False,c966c188-cb5e-4d6f-9e1a-c6e73f8dfbc5,False,False,84ef06cc-1e63-445f-8e9c-0ed9274400b2,False,True
False,False,Tue 8pm poker. Thur 8.30pm quiz. Sun live music,False,False,False,False,False,True,False,c6dc0911-17ad-48e9-8574-4aa107f434c4,False,False,3e5477c6-f2a4-406a-99a6-bceec4eb1093,False,True
False,False,Tue/Thur 8pm quiz and comedy nights,True,False,True,False,True,False,False,eab9451c-265a-4d83-b539-e782c24bb490,True,False,ffffc9f5-be19-4c5e-83d3-4864286a5d66,True,True
False,False,Traditional pub,False,False,True,False,False,False,False,2b58e4be-e0f8-492d-9637-6faa0ca4f6fc,False,False,de409840-ef62-4018-8753-7a91f43fff4f,True,True
False,False,Quirky beer garden,False,False,True,False,False,False,False,6107c63a-ce8e-45b0-85ce-638924bd5644,False,False,73a88734-7858-41a8-8fda-f3d6914d07d9,True,True
False,False,Spacious and airy pub and garden,False,False,True,False,False,False,False,82cb7b2e-bb83-4c43-951a-e977677112e7,False,False,64742393-0436-42de-9be2-2a8c0151bf3a,True,True
False,False,Foods pairing courses,True,False,False,False,False,False,False,b04f1ea2-c615-4947-8641-9dabdf439140,False,False,8cb9183e-bf53-4773-b935-f1dbb880c1e9,False,False
False,False,Revamped Weatherspoons,False,False,True,False,True,False,False,e6adbab2-cc94-4d90-a2ac-4265aec986ef,False,False,31a2672f-85df-49f9-9c18-383a044c7de6,False,True
False,False,Traditional pub,False,False,False,False,True,False,False,ef71847c-035f-4d12-ae3d-992b05a1402d,False,False,4418ea76-0bf1-4c9e-aed3-b0651630e39f,False,True
False,False,Sun 8pm quiz,False,False,False,False,False,False,False,b29eb1ff-292d-425a-bdca-d017c819f7f8,True,False,ab0df85e-bbfa-4f01-a90c-8b116a51bbb4,True,True
False,False,Prison cell tours and board games. Outdoor seating,True,False,False,True,False,False,False,cce40d2c-4f59-49c1-8be3-5d51b33a6163,False,False,5d2ed700-1549-4c05-9e06-e9dc88d5e845,True,True
False,False,Classic pub,False,False,False,False,False,False,False,facd8fad-fc62-4519-9751-bbb0d06b01fe,False,False,fe5fc2b4-9784-474c-a8be-8e5434879c71,True,False
False,False,Live music Sundays 4.30pm,False,False,False,False,False,True,False,59789e1f-5ea2-4b87-901f-fbf69bd59701,False,False,ec08950a-823a-4094-b577-e54f724605ff,False,False
False,False,Occasional live music. Closed Sun-Tue,False,False,True,False,False,True,False,70f8f3dd-6351-4c10-98a3-e32e2d28c1f6,False,False,d8ae022f-c249-4df6-b465-ae19fbdadc86,True,False
False,False,Famous Christmas decorations,False,False,False,False,False,False,False,7a6c2b0c-ae9c-4812-a776-cbadb8750566,False,False,23e20043-1bdf-412c-ac2d-c099deadba21,False,False
False,False,Classic pub,False,False,True,False,False,False,False,9dca8f6b-f963-4d79-979b-d468162ed14b,False,False,53e13280-f541-4b63-8dbb-50f6c6a50953,True,False
False,False,Outdoor seating,False,False,False,False,False,False,False,a848c17e-a4f9-4d91-953f-e3a0442040d1,False,False,43279726-4754-4aaf-9b48-2a9302f9148d,True,False
False,False,Outdoor seating,False,False,False,False,False,False,False,5e4d6137-ef10-4c8b-ae38-aeceaa89dc59,False,False,0e826f8b-8e2d-43d8-b364-37ff28c6f04c,True,False
False,False,Sat wine pairings,True,False,False,False,False,False,False,87582c9a-a4ff-4f8a-9c1f-1057c51a24ee,False,False,e8b2dcb7-07e6-400d-b271-1f7afdac2d15,True,True
True,False,Quirky front room decor with outdoor seating,False,False,False,False,True,False,False,0749dc1d-64cb-4c59-b900-82481ccb3fc4,False,False,2ff32f41-c7fa-48cd-8299-3d837b926ce4,False,False
False,False,Hotel bar,False,False,False,False,False,False,False,180f2d7c-ac08-4db1-88a7-ffb8f4d0029d,False,False,59270c22-5191-46ef-91fa-500b138b92ea,False,False
False,False,Basic pub,False,False,True,False,False,False,False,5b4b2fef-e480-4c23-aed5-4f5f180e50e1,False,False,ef368f1e-9168-42a8-835c-6c8a3f80eca8,False,True
False,False,Wed 8pm quiz,False,False,True,False,False,False,False,b97c49e9-c8a8-40f6-b7be-5604e201548a,True,False,ea536836-842d-4d10-9c57-7af151ec97f1,True,True
False,False,Thur: opening mic. Fri-Sun live music,True,False,False,False,True,True,False,93ca1ef7-254a-40f8-b767-aab9beefbfc3,True,False,a51219f3-46da-4ed5-8a11-caa68f5ecec8,False,True
False,True,Tue board games night. Fri/Sat DJs. Sun 8pm quiz,True,False,True,False,True,False,True,0a0b64ce-badb-49b7-b4e6-2a725d564598,True,False,71d0f1b2-358b-4167-85a9-454c121da1a5,True,True
False,False,Wed 7.30pm quiz,False,False,True,False,False,False,False,44f933f3-3089-4df8-b983-489565b2424b,True,False,78930605-bc04-4133-b229-f12c55eb149d,True,True
False,True,Games room,False,False,True,False,True,False,True,9d834e48-f83d-4419-9899-e4b3b9a3dc69,False,False,98bdff11-1112-41c4-bd68-fb954299aa3c,False,True
False,False,Shisha pipes with various events,True,False,True,False,True,False,False,7125c473-2206-4d03-a5ea-920308ad3e68,False,False,2744cf52-3263-4e53-a018-a00488ba869b,False,False
False,True,Traditional pub,False,False,True,False,False,False,False,d3a1324e-92ef-46d4-bcbe-5a616bfe8cee,False,False,5c84e3e5-2cdd-436a-910c-d8691fe2c1e7,True,False
False,False,Some live acts,False,False,True,False,True,True,False,0f579ca8-06f4-427a-ab4d-ae685bc3a473,False,False,169476b8-1b13-4a17-aeda-24e8ab41ab2d,False,True
False,False,Weatherspoons,False,False,False,False,False,False,False,90833296-6041-48c9-9837-fe090ff67fde,False,False,f5fc6394-8bad-485b-92e4-4d846286e5d0,False,False
False,False,Thur karaoke. Sat/Sun live music,False,False,False,False,True,True,False,e4a67441-49af-40bd-ad4c-df88ba87f85e,False,False,d16a528e-85a2-4e62-a1a7-94a494cdf7b5,False,True
False,False,Thur 7.30pm quiz with occasionally live music,False,False,False,False,False,True,False,31661734-bb83-4bf4-8c68-0b7afd4f8d48,True,False,cb73ccfc-86a9-49a0-b654-41c657866af9,False,True
False,False,Mon 8pm quiz. Sat/Sun live music,False,True,True,False,False,True,False,781b0d4c-788a-4bcb-8cec-c4384c566b57,True,False,3c5dd826-23d8-40af-93c7-407cbb3dcc79,False,True
