address,area_identity,category,place,pub_deletion,pub_identity,pub_latitude,pub_longitude,pub_name,rank,station_identity,colour
"213 Old St, London EC1V 9NR, UK",00763a76-7504-4fd1-84e1-57184c44e46f,Bar,ChIJLWv3G6YcdkgRm3YOJwo4rXc,False,a89a85f1-3fa7-4d38-9d21-19044982d2b1,51.52595983891249,-0.0881551578640937,Grind,4.2,1cd39885-66f1-47e2-8948-eb468ad78c3f,
"207 Old St, London EC1V 9NR, UK",00763a76-7504-4fd1-84e1-57184c44e46f,Bar,ChIJgbaKVREddkgRIZ-TnkN9px4,False,72debb8c-1ea0-453a-a93e-e127a262ea06,51.52593000976194,-0.088680200278759,Serata Hall,3.9,1cd39885-66f1-47e2-8948-eb468ad78c3f,
"174-180 Old St, London EC1V 9RQ, UK",00763a76-7504-4fd1-84e1-57184c44e46f,Bar,ChIJg_5suKcddkgRLRQMFdMNVg8,False,9a80a623-9382-462c-babf-009110a1d804,51.52527730968076,-0.0901252403855323,Sports Bar & Grill - Old Street,4.0,1cd39885-66f1-47e2-8948-eb468ad78c3f,
"17B Kingsland Rd, London E2 8AA, UK",480fafaa-7b2b-4282-a14f-e226e0b20922,Bar,ChIJMREosbscdkgRNDgmfwqxwT0,False,11e6a9b3-c9bb-4074-99b3-ac719ffcd1ff,51.5286750441442,-0.0781404599547386,TT Liquor,4.9,da3e0e78-55c6-44ac-9110-c0bc2d8436de,
"397-400 Geffrye St, London E2 8HZ, UK",480fafaa-7b2b-4282-a14f-e226e0b20922,Restaurant,ChIJWVGAeosddkgRg8vvfHkWC2M,False,3f6bf04b-f937-4506-95f6-85d35ea6d738,51.53081317776536,-0.0758146494626998,Brewhouse & Kitchen,4.3,da3e0e78-55c6-44ac-9110-c0bc2d8436de,
"132 Kingsland Rd, London E2 8DP, UK",480fafaa-7b2b-4282-a14f-e226e0b20922,Bar,ChIJY31S-LscdkgR2jE9vrDCz-k,False,5f107b8f-94d2-4c95-b3e6-3a4bcc5183a9,51.530602726965405,-0.0769036263227462,Hoxton Cabin,4.6,da3e0e78-55c6-44ac-9110-c0bc2d8436de,
"49 Hackney Rd, London E2 7NX, UK",480fafaa-7b2b-4282-a14f-e226e0b20922,Bar,ChIJfw2aLrocdkgR4t1QwEUrTko,False,51735582-57d4-4609-9d86-1cda1d9e0e9a,51.528192797807776,-0.0762729719281196,Looking Glass Cocktail Club,4.2,da3e0e78-55c6-44ac-9110-c0bc2d8436de,
"297 Hoxton St, London N1 5JX, UK",00763a76-7504-4fd1-84e1-57184c44e46f,Bar,ChIJta8CEZoddkgRzUPFFO6tYHc,False,6d9c8d4e-fa1d-433d-aea4-ff3f5c36cb64,51.53507537922544,-0.0813520699739456,Finley's,5.0,933fbecb-e3c6-4016-bbcd-72303f2c3d06,
"51 Greenwood Rd, London E8 1NT, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,Bar,ChIJ8-kVBEgddkgR7G5FV4CcSfU,False,45cb2079-73b3-494c-9438-bf437bd0cd3a,51.5461874282548,-0.0640960782766342,Binch,4.9,324ae823-eecc-45ad-94c1-15915c736bc1,#0275d8
"99 Wallis Rd, London E9 5LN, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJ3fFH0BIddkgRFwfBSFLUb4M,False,c090169c-1d66-4cfc-9e3c-50a809591626,51.54449101858209,-0.0240902602672576,Beer Merchants Tap,4.6,a0923153-0281-4929-ad5e-5f65c28f1437,#0275d8
"460 Old Ford Rd., Old Ford, London E3 5JP, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJ148Ubj0ddkgRaczYWt6SWJI,False,863b8b33-da71-4a22-a68f-4a676e39cfbe,51.53509540036926,-0.0330414623022079,The Eleanor Arms,4.7,3e89983c-4640-4962-9569-286596907661,
"127 Eric St, Bow, London E3 4SR, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJHfZiazAddkgRh5cO6fes5RA,False,975140ad-4162-4d88-9951-a5d17284eb9a,51.524547834824126,-0.033717043697834,The Wentworth Arms,4.7,3e89983c-4640-4962-9569-286596907661,
"359 Mile End Rd, London E3 4QS, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJByuBlC8ddkgRwHUpHHVv5z4,False,0748c729-9d48-488a-b224-f6bcec262442,51.52449547572751,-0.0367992371320724,The Cherry,3.8,3e89983c-4640-4962-9569-286596907661,
"8 Coborn Rd, Bow, London E3 2DA, UK",bfd8e41d-0402-4aa5-9bdb-4382e3ec894e,Bar,ChIJ6cztPjoddkgR6kKXH3DZKJU,False,34309755-2f23-4ca1-9364-121e9c9c13cb,51.526988411163046,-0.0300813093781471,The Coborn,4.4,3e89983c-4640-4962-9569-286596907661,
"15 High Hill Ferry, London E5 9HE, UK",ad43afd8-c0fb-4f48-a782-4d62270ca145,Bar,ChIJa7OT-U0cdkgR7Uz6gs5Q7Dw,False,e9b0c3df-1659-4ac8-9f43-9e5e5f4c3b9f,51.56816435067164,-0.0528552755713462,The Anchor & Hope,4.4,debe8a35-cd92-41a3-b1c7-e77954bb269a,
"92 Rendlesham Rd, London E5 8PA, UK",ad43afd8-c0fb-4f48-a782-4d62270ca145,Bar,ChIJ6THf6VgcdkgRl7E5UFc3Iwo,False,5872f0ee-2ff1-41b5-bacd-7779d34bbb7c,51.558693578184354,-0.0633960217237472,The London Tavern,4.3,e3fdc4e4-8bce-4e2f-8282-edfd9691b041,#0275d8
"231 Lower Clapton Rd, Lower Clapton, London E5 8EH, UK",ad43afd8-c0fb-4f48-a782-4d62270ca145,Bar,ChIJHR4pfPgcdkgRZRSlOZj1q4A,False,10dc64f5-8af5-40bf-a626-55a2c00a913d,51.55777182330397,-0.0561205297708511,The Clapton Hart,4.1,debe8a35-cd92-41a3-b1c7-e77954bb269a,
"68 W Green Rd, South Tottenham, London N15 5NR, UK",4ba994d3-be0f-4955-9926-d41d5b751170,Bar,ChIJWerVoLsddkgRphDBE9gOAPk,False,91c14f5b-6666-4230-949d-7502c01c4c96,51.584463048341895,-0.0757315009832382,True Craft,4.7,f1861256-e462-4a66-aab5-0ec43ef0c369,#0275d8
"350 High Rd, London N17 9HT, UK",4ba994d3-be0f-4955-9926-d41d5b751170,Bar,ChIJUYvxQrYddkgRmRpdytIXMvk,False,9b5c6aa8-437d-4ea5-8464-315a27f9d6a8,51.58930973198541,-0.0700955092906951,The High Cross Pub,4.7,bbb759cc-c8f9-40e2-8000-4de5c72206c2,#0275d8
"724-726 High Rd, London N17 0AG, UK",4ba994d3-be0f-4955-9926-d41d5b751170,Bar,ChIJt4Ww_p4edkgRs99YR5lo9WY,False,24f986b5-187e-42fc-b67e-0727cdea5e21,51.60202226778632,-0.0674914196133613,No.8 Tottenham,4.1,721bb2e0-b62c-4ae0-92af-d12c9383ff2a,#0275d8
"102 Northumberland Park, London N17 0TS, UK",ad43afd8-c0fb-4f48-a782-4d62270ca145,Bar,ChIJ_9Blpe4fdkgRRNqpWjOXDxQ,False,262f94d5-8c95-4f3c-b275-61d230450b40,51.60570725270569,-0.0615526735782623,The Bill Nicholson,4.5,721bb2e0-b62c-4ae0-92af-d12c9383ff2a,#0275d8
"862 High Rd, London N17 0EY, UK",4ba994d3-be0f-4955-9926-d41d5b751170,Bar,ChIJG3KNUpgedkgRE8sbeiU3MwI,False,13fb6723-9762-460f-95e1-0da7c5a12f52,51.60754276171185,-0.0677794218063354,The Coach & Horses,4.5,721bb2e0-b62c-4ae0-92af-d12c9383ff2a,#0275d8
"Unit 16, Compass West Industrial Estate, West Rd, London N17 0XL, UK",ad43afd8-c0fb-4f48-a782-4d62270ca145,Bar,ChIJc6-bxIQedkgRyyeu_gGSuLg,False,ff20b3c0-b8ab-433e-9c1f-cfed10f20a3c,51.60626822045061,-0.0583641976118087,Redemption Brew Co,4.8,92e71c37-4397-4741-9f90-5c49c5709be4,#0275d8
"50-54 Fore St, Silver St., London N18 2SS, UK",ad43afd8-c0fb-4f48-a782-4d62270ca145,Bar,ChIJ7VgqWZcedkgRDkW3MweXsd0,False,db9735e9-0aa8-4c6b-9ca7-96843efe0c93,51.61010797725119,-0.0657466426491737,The Gilpins Bell,3.9,721bb2e0-b62c-4ae0-92af-d12c9383ff2a,#0275d8
"Unit 16a, Rosebery Industrial Park, London N17 9SR, UK",ad43afd8-c0fb-4f48-a782-4d62270ca145,Bar,ChIJBf9UHsYddkgReIhMxDFhncY,False,3b57f89c-3f4b-4557-8410-ddaa82637220,51.5961487049298,-0.0570006296038627,ORA Brewing company,4.9,92e71c37-4397-4741-9f90-5c49c5709be4,#0275d8
"Ferry Ln, London N17 9NG, UK",ad43afd8-c0fb-4f48-a782-4d62270ca145,Restaurant,ChIJMx4DJDIcdkgRxOVl_zEjmCE,False,be442317-97c2-4b63-9acf-bdfd85f186a0,51.58686270674435,-0.0524676963686943,Ferry Boat Inn,4.0,7f1affc2-40c4-481f-8e8a-61bf77c8e4c3,#0275d8
"252-254 Forest Rd, London E17 5JN, UK",be3be431-d8c0-4327-83e7-4718f2d97d97,Bar,ChIJfQiwV9sddkgRL7SWLzwHkng,False,36f830c1-9a7a-481a-a77e-18c2d9ee15ac,51.58887812188597,-0.0303062796592712,Lord Palmerston,4.1,07cade1d-74ce-444c-8932-729abf0fcc54,#0275d8
"The Coppermill Pub, 205 Coppermill Ln, London E17 7HF, UK",be3be431-d8c0-4327-83e7-4718f2d97d97,Bar,ChIJh71wEMsddkgRbhyNQdaAIzI,False,d345a6b6-b95e-4f35-9cda-66e75badb7a9,51.57983565583957,-0.0412500277161598,Coppermill Pub,4.5,b2452466-5e6c-481f-abf5-bd2527db9c42,#0275d8
"2 Olympic Park Ave, London E20 1FT, UK",3738367d-e50c-45bb-b380-6a2c3b13572a,Bar,ChIJQX3q4G8ddkgRxQ6DrIPg57w,False,f0f9f809-0819-4a12-9a7e-8ff31572a1e2,51.54641448713955,-0.0129088014364242,Tina We Salute You,4.3,15562a52-f5ad-4bac-b97c-a2ed9fbfcd7d,#0275d8
"223 Grove Rd., London E3 5SN, UK",031970b0-c0f6-450a-8515-4129c30f3302,Bar,ChIJ1woCeyEddkgRJJfi4Ffmo2I,False,4d8254ad-1246-42a6-bfb0-11b7e40e413b,51.53297957557903,-0.0417301431298255,The Crown,4.1,54fe26e3-fea8-457d-89e4-bc9be6c26a42,
"483 Hackney Rd, Cambridge Heath, London E2 9ED, UK",031970b0-c0f6-450a-8515-4129c30f3302,Bar,ChIJwybjM8McdkgRIUUNUJ5BIK8,False,984c1545-c22b-490a-93d9-8873b3a08adf,51.5324064402162,-0.0590448081493377,The Queen Adelaide,4.2,54fe26e3-fea8-457d-89e4-bc9be6c26a42,
"505 Cambridge Heath Rd, Cambridge Heath, London E2 9BU, UK",031970b0-c0f6-450a-8515-4129c30f3302,Bar,ChIJOyNn39wcdkgR63CVSa9piKE,False,3e36642a-c63f-406b-9e10-b70b4ace2d69,51.533482835870025,-0.0574401766061782,The Hare,4.4,54fe26e3-fea8-457d-89e4-bc9be6c26a42,
"27 Vyner St, Cambridge Heath, London E2 9DQ, UK",031970b0-c0f6-450a-8515-4129c30f3302,Bar,ChIJS7hEoN0cdkgRGsjw3k7-Gjg,False,80639f64-eda8-42d2-9710-8b3778d23b1c,51.53469351593234,-0.0556518137454986,The Victory,4.3,54fe26e3-fea8-457d-89e4-bc9be6c26a42,
"282, 284 Mare St, London E8 1HE, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,Bar,ChIJfUjW5eQcdkgRiDSy-xdJM4s,False,29811e34-265f-48ce-b2a2-7b2cb3597648,51.54535215873148,-0.055074468255043,Baxter’s Court,3.8,1a603278-e551-40dd-8188-70a81cc26f73,
"315 Mare St, London E8 1EJ, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,Bar,ChIJ_1QA0-QcdkgRKlfnVd_7-aY,False,86812052-266b-460c-92ff-f04233f4e8ae,51.546339426476585,-0.0553403422236442,The Cock Tavern,4.3,1a603278-e551-40dd-8188-70a81cc26f73,
"2 Sylvester Path, London E8 1EN, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,Bar,ChIJJ4w-1uQcdkgRob3JzA4qots,False,4523a524-b894-4057-8f68-05512da79c5d,51.54593367974906,-0.055810734629631,Old Ship Hackney,4.3,1a603278-e551-40dd-8188-70a81cc26f73,
"18 Bohemia Pl, London E8 1DU, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,Bar,ChIJLW8LdE8ddkgR_SDOEpNt3X8,False,667004f6-2829-40a8-b1ab-79c5343e5fd3,51.5474067357655,-0.0522487610578537,House of Immersive,4.1,1a603278-e551-40dd-8188-70a81cc26f73,
"418 Mare St, London E8 1HP, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,Bar,ChIJm9rZpvscdkgRN2vzRBKuZVA,False,5a3094e9-5f78-4caa-bc21-23cefc0d0afe,51.54954461503022,-0.0545118749141693,The Crown Pub & Guesthouse,4.5,1a603278-e551-40dd-8188-70a81cc26f73,
"354 Mare St, London E8 1HR, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,Bar,ChIJDxpYEgwddkgR1gIjmWIC98M,False,14ca1c76-ccbf-48b7-aa3f-d0276cb0e0dd,51.5477532566636,-0.0546905770897865,Hackney Tap,4.2,1a603278-e551-40dd-8188-70a81cc26f73,
"90 Amhurst Rd, London E8 1JH, UK",16240ef3-d2e9-4d02-bd79-fabaf2147ff3,Bar,ChIJoYQEhvAcdkgRQrz3O6jLA-g,False,d5518e94-d024-4dec-a5ae-7ce30ef25743,51.54944433251617,-0.0592043995857238,The Pembury Tavern,4.4,324ae823-eecc-45ad-94c1-15915c736bc1,#0275d8
"72 Stamford Hill, London N16 6XS, UK",4ba994d3-be0f-4955-9926-d41d5b751170,Bar,ChIJO2xKzmccdkgRr1dbheTjYzg,False,c1044c8f-4f99-4056-8d6a-c0ada8f65bb8,51.56681242689182,-0.0727036222815513,Mascara Bar,4.2,ade0de5f-3956-463f-912f-bdb63b5174a5,#0275d8
"58 Stamford Hill, London N16 6XS, UK",4ba994d3-be0f-4955-9926-d41d5b751170,Bar,ChIJwyQSfIsddkgRezLlQ_TwDTw,False,25f791cc-a5a6-4cac-8b69-586702af957d,51.566288068880965,-0.0727492198348045,Birdcage Stoke,4.6,ade0de5f-3956-463f-912f-bdb63b5174a5,#0275d8
"20 Stamford Hill, London N16 6XZ, UK",4ba994d3-be0f-4955-9926-d41d5b751170,Bar,ChIJP-FyBmccdkgRz_lqLPSyGng,False,d32da59a-43c2-4478-a9a0-70e724acc75a,51.564639928095545,-0.0728511437773704,Stokey Karaoke,4.8,ade0de5f-3956-463f-912f-bdb63b5174a5,#0275d8
"6 Windus Rd, London N16 6UP, UK",4ba994d3-be0f-4955-9926-d41d5b751170,Bar,ChIJdeuwv2ccdkgRc1RoMYq9law,False,0f215e66-e989-484c-a456-e2c06e807d29,51.56614718310652,-0.0721530988812446,The Wheatsheaf,4.5,ade0de5f-3956-463f-912f-bdb63b5174a5,#0275d8
"57 Allen Rd, London N16 8RY, UK",4ba994d3-be0f-4955-9926-d41d5b751170,Bar,ChIJy82odYgcdkgR3yqODeiloc8,False,e74bdf25-8684-46f9-879b-4c756f8408c8,51.55548090428115,-0.0818077102303505,The Shakespeare,4.5,2a829aac-cd42-4f92-bb27-7417ea56f4fd,
"199 Stoke Newington Church St, London N16 9ES, UK",4ba994d3-be0f-4955-9926-d41d5b751170,Bar,ChIJJVh1v3wcdkgRwB3qqAhyAV4,False,e320b2dd-c3d6-42e0-86cf-697ea8b1342a,51.56103686095211,-0.083690620958805,The Rose & Crown,4.2,ade0de5f-3956-463f-912f-bdb63b5174a5,#0275d8
"181 Stoke Newington Church St, London N16 0UL, UK",4ba994d3-be0f-4955-9926-d41d5b751170,Bar,ChIJc0VetnwcdkgRIcfMOQuZCzE,False,66734d9a-3068-45b3-bf5a-b81cc4fc86fd,51.56109522261819,-0.0828460603952407,Ryan's,4.3,ade0de5f-3956-463f-912f-bdb63b5174a5,#0275d8
"132 Stoke Newington Church St, London N16 0JX, UK",4ba994d3-be0f-4955-9926-d41d5b751170,Bar,ChIJk6ATYWMcdkgRxhI30azD2xU,False,bd3d76b8-8795-4321-85f9-39a8397e5fdb,51.56210486758562,-0.0805453956127166,The Red Lion,4.2,ade0de5f-3956-463f-912f-bdb63b5174a5,#0275d8
"204 Stoke Newington High St, London N16 7HU, UK",4ba994d3-be0f-4955-9926-d41d5b751170,Bar,ChIJy0JPKmccdkgReNZwulqamE4,False,b9f54374-667d-4707-9e63-ca4802154f9a,51.56251630607127,-0.073341317474842,The Jolly Butchers,4.3,ade0de5f-3956-463f-912f-bdb63b5174a5,#0275d8
"71 Shacklewell Ln, London E8 2EB, UK",4670ba4f-8ece-457e-ac1d-b7ab9c8bc4eb,Bar,ChIJqySmWoscdkgR2XYB09kd2so,False,83573cce-0fe4-4200-8119-aa22f0657622,51.5523545204222,-0.0713628530502319,The Shacklewell Arms,4.4,2a829aac-cd42-4f92-bb27-7417ea56f4fd,
"73 Cheshire St, London E2 6EG, UK",480fafaa-7b2b-4282-a14f-e226e0b20922,Bar,ChIJP-pdycgcdkgRCjk_FosnOW8,False,a25aa1c3-6e88-463f-a532-e5c6741cc6e3,51.52396520610542,-0.0673462450504303,The Carpenters Arms,4.4,75d3e34e-3654-4a83-b2a6-bb658144d808,
"25 Fishermans Walk, London E14 4DH, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJ6ePadIEDdkgRRVH3nx0rILw,False,72f45121-bf7c-4972-b941-7ccdaa076356,51.50627920128639,-0.0219126418232917,Fairgame,4.7,304d4163-36ed-460b-ab8a-527725e92d15,#0275d8
"10 Cabot Square, N Colonnade, London E14 4EY, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJpcqoKYsDdkgREJNq7R8ra9Q,False,e7a5873d-e2ce-45d0-bbd3-f3a37575a672,51.505706981945394,-0.0217815488576889,Electric Shuffle,4.4,304d4163-36ed-460b-ab8a-527725e92d15,#0275d8
"22-28 Mackenzie Walk, London E14 4PH, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJDQxe9bcCdkgR-JRPgVrpeDY,False,ef3de685-4c13-4560-bd49-e6060f9ea86b,51.50432753232943,-0.0224745646119117,The Henry Addington,4.1,cc0fd079-fd3a-4dfe-a84a-7e6d54e0db6e,#0275d8
"Crossrail Pl, London E14 5AR, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJGZCpa_4DdkgRhp_45r0lcTs,False,132ae07c-5a77-4646-b439-efb23e4ae3cf,51.50592902560635,-0.0160704553127288,Pergola on the Wharf,3.7,8bb02ca7-6c03-4d01-a168-9d5573e114ee,#0275d8
"Docklands, 27 Coldharbour, London E14 9NS, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJGdgRt6UCdkgRfP95cuqWvm0,False,d0a713b3-1211-417a-b221-1b2679230679,51.50184337425499,-0.007701963186264,"The Gun, Docklands",4.5,7aca5d33-e34b-4616-9047-f23a97feb291,
"31 Entertainment Avenue, The Observatory, The Millennium Dome Millennium Way, 31 Entertainment Avenue, London SE10 0DY, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJ53RE6Qup2EcRXKKe7CosKEM,False,5a95a497-6a8a-4c1c-99bc-92d74e20921f,51.50252500247753,0.0036638975143432,The Observatory,4.4,acc56c69-d6f6-4344-839d-c686fec72ff1,#0275d8
"The O2 Arena, Peninsula Square, London SE10 0DX, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJx6Qy0syp2EcRqhM6ofjTxAs,False,1150b070-051c-4757-9539-0b085a4551dc,51.50443584463452,0.0039411708712577,The Stargazer,3.1,acc56c69-d6f6-4344-839d-c686fec72ff1,#0275d8
"Southern Warehouse, Morden Wharf Rd, London SE10 0NU, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Other,ChIJc23fnFSp2EcRjgA7Y9x5DkQ,False,dce72725-aec6-495c-93a4-88fa5b2ddef5,51.493315481385125,0.002535693347454,Brew By Numbers,4.4,acc56c69-d6f6-4344-839d-c686fec72ff1,#0275d8
"23 Telegraph Ave, London SE10 0TH, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJVZZLAkep2EcRUvs5lDzX39U,False,1305f2b9-18f3-4e05-964c-000407d6dc88,51.49071006174886,0.0028106197714805,Enderby House,4.2,1ebea11f-ac87-4596-beda-b692611daca3,#0275d8
"19 Park Vista, London SE10 9LZ, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJj4SiloICdkgRNLxZhNfgDuA,False,162dd12d-330c-429f-a3e1-12661ebfb5c7,51.48181510910799,-0.0011275336146354,The Plume of Feathers,4.6,1ebea11f-ac87-4596-beda-b692611daca3,#0275d8
"Park Row, London SE10 9NW, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJuYCd54ICdkgRmRF_n6vuMFQ,False,9e9a798f-92a8-4846-9d34-e04ab3e820d5,51.4846177126984,-0.0041614472866058,Trafalgar Tavern,4.4,1ebea11f-ac87-4596-beda-b692611daca3,#0275d8
"4-6 Ballast Quay, London SE10 9PD, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJG1iKg50CdkgR3sMZ4yrp0DE,False,06d84519-d68f-4037-a943-fb10361b023d,51.48637773403065,-0.0005173310637474,The Cutty Sark,4.5,1ebea11f-ac87-4596-beda-b692611daca3,#0275d8
"The Pelton Arms, 23-25 Pelton Rd, London SE10 9PQ, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJhV6rHCeo2EcRZMYqsNXCii0,False,9b132499-96eb-417c-af3d-9f364172ef33,51.48684184221602,0.0024374574422836,The Pelton Arms,4.5,1ebea11f-ac87-4596-beda-b692611daca3,#0275d8
"131 Woolwich Rd, London SE10 0RJ, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJw3qfHzuo2EcR2dlbfS0ZNm0,False,ce2548a3-47f9-4e24-9ac3-3cd34805290a,51.486247248422416,0.0132571533322334,The River Ale House,4.8,ede5ad70-2009-4ee5-8070-60ea6405d3a3,#0275d8
"Lawrence Trading Estate, Blackwall Ln, London SE10 0AR, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJl2TV7COo2EcRKY9ujROFizQ,False,b8008c1f-9c21-46e9-9d45-6ea226c5cedb,51.48945082311533,0.0084945559501647,Meantime Brewing Company,4.5,1ebea11f-ac87-4596-beda-b692611daca3,#0275d8
"1 Glenaffric Ave, London E14 3BW, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJZYUH53wDdkgRIlElL1PT3_4,False,0b1ef52c-4497-4de4-b606-305b2ee1911e,51.48861785271868,-0.0058120116591453,The Waterman's Arms,4.6,ee69f44d-2211-46bc-8716-3d6b9d73be6e,#0275d8
"290 Westferry Rd, London E14 3AG, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJceQc7pMCdkgRWGVlNsoF3O0,False,6fe92b26-ef10-4919-bcff-4e47c5cf763c,51.487822445730096,-0.0177706405520439,The Ship,4.5,469bc9f5-58de-4909-b84c-f751d237b7d9,#0275d8
"114 Glengall Grove, London E14 3ND, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJGR6WM70CdkgRtjCcP3V7bzM,False,c842ceb4-a74b-43d4-8441-3adbbd4daf8d,51.49617018734497,-0.0136500969529151,The George,4.2,403ee0dc-0022-46c3-b319-2a0ff138b09a,#0275d8
"11 Victoria Parade, London SE10 9FR, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJQb8s0o8CdkgR7v6hEeJrYk8,False,77b9faed-deb3-45be-b880-9d6ca3727a53,51.48299814076471,-0.01416876912117,"The Sail Loft, Greenwich",4.2,f547568f-ede4-43f7-b8a2-9f45982a570d,#0275d8
"60 Greenwich Church St, Greater, London SE10 9BL, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJh9WHPoUCdkgRmJwRkyr37LU,False,9cc8f7a4-28c9-4e3e-9a03-b2d78ab4f09f,51.48227446143687,-0.0097736343741416,The Gipsy Moth,4.3,f547568f-ede4-43f7-b8a2-9f45982a570d,#0275d8
"116 Prince St, London SE8 3JD, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJF_DwgvICdkgR08L1FuOx5UU,False,17ee2a1c-5789-46fb-86a6-6e248f4beba9,51.483354756359496,-0.0258390605449676,The Dog & Bell,4.7,a5b7dc9f-3fc2-49f7-b287-2126cc5c5590,#0275d8
"3-4 Resolution Way, London SE8 4NT, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJf4n-evMCdkgRdtBHBryql-0,False,e600a80e-b8d6-49d9-b528-d9186c22fc1c,51.47883797626097,-0.0255731865763664,Buster Mantis,4.2,a5b7dc9f-3fc2-49f7-b287-2126cc5c5590,#0275d8
"9 Wotton Rd, London SE8 5TQ, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJDUJiU7QDdkgRaUI35ESYUvo,False,be73a1f9-62cc-470a-955b-094c4b734938,51.481082223767146,-0.0307850539684295,The Lord Clyde,4.5,a4ae0ade-a04b-43df-90b7-ebb66b5322ea,#0275d8
"460 New Cross Rd, London SE14 6TJ, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJ2xjz0fUCdkgRnKLRhKUtuoA,False,d27344c5-c1f5-4d13-b79f-057b14a0a360,51.47517569850119,-0.0286788493394851,Royal Albert,4.5,a4ae0ade-a04b-43df-90b7-ebb66b5322ea,#0275d8
"39 Deptford Broadway, London SE8 4PQ, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJQ2eJEBcDdkgRTQoS_l1IFGg,False,a8467bfa-1f5e-482c-96d3-0e2206aa81c2,51.474482593232246,-0.0245334953069686,Endeavour,4.7,6a51c762-7046-4549-95e2-23275d333a6a,#0275d8
"55 Guildford Grove, London SE10 8JY, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Bar,ChIJ_6OXtYkCdkgRLx2hwn7x4uE,False,a406bcc7-0efb-4c7d-af97-eb24246d24bf,51.47434163199883,-0.0148393213748931,The Guildford Arms,4.4,2fd8aa17-641f-4260-a9cb-487a763dfc04,#0275d8
"72 Royal Hill, London SE10 8RF, UK",d6a33c82-82e7-4a53-9e7b-755b72e8586e,Restaurant,ChIJpZhPT4YCdkgRGRBybfMCtwg,False,45897c9f-51e7-43fa-91a0-e7e89e29590e,51.47617388523423,-0.009855106472969,The Prince of Greenwich Pub,4.8,2fd8aa17-641f-4260-a9cb-487a763dfc04,#0275d8
"7 Watergate St, London SE8 3HR, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJT3nh178DdkgRA7Vd26XFkGY,False,a2e88552-9cc0-48d5-bb3f-e39cc0006313,51.481726370056656,-0.0262460857629776,The Watergate,4.7,a5b7dc9f-3fc2-49f7-b287-2126cc5c5590,#0275d8
"82-84 Childers St, London SE8 5FS, UK",95a37f36-5b87-4eb8-b1d8-2aba80c64d7a,Bar,ChIJSSahpPoCdkgRh8BvPhL4S3w,False,44e3ec1e-f40a-445b-9edb-7994fc4d08d1,51.482278637345935,-0.0348445773124694,Cuppa @ Vive Living Café,4.2,a4ae0ade-a04b-43df-90b7-ebb66b5322ea,#0275d8
